age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,hours-per-week,native-country,sex,income
48,4,265477,7,12,2,10,1,4,0,0,40,39,0,0
31,4,507875,6,5,2,7,0,4,0,0,43,39,0,0
53,4,88506,9,13,2,10,0,4,0,0,40,39,0,0
24,4,172987,9,13,2,13,0,4,0,0,50,39,0,0
49,4,94638,11,9,5,1,4,4,0,0,15,39,0,1
25,4,289980,11,9,4,6,1,4,0,0,60,39,0,0
43,1,337895,9,13,2,10,0,2,0,0,40,39,1,0
53,4,144361,11,9,2,7,0,4,0,0,60,39,0,0
44,4,128354,12,14,0,4,4,4,0,0,40,39,0,1
41,7,101603,8,11,2,3,0,2,0,0,40,39,0,0
29,4,271466,8,11,4,7,1,4,0,0,43,39,0,0
25,4,32275,15,10,2,4,5,3,0,0,40,39,0,1
18,4,226956,11,9,4,8,3,4,0,0,30,33,0,1
47,4,51835,14,15,2,10,5,4,0,1902,60,16,1,1
50,1,251585,9,13,0,4,1,2,0,0,55,39,1,0
47,5,109832,11,9,0,4,1,4,0,0,35,39,0,0
20,4,237993,15,10,2,13,0,4,0,0,40,39,1,0
26,4,216666,4,3,2,7,0,4,0,0,40,26,0,0
35,4,56352,8,11,2,8,0,4,0,0,40,33,0,0
41,4,147372,11,9,2,1,0,4,0,0,48,39,0,0
30,4,188146,11,9,2,7,0,4,5013,0,40,39,0,0
45,4,59496,9,13,2,12,0,4,2407,0,40,39,0,0
32,0,293936,5,4,3,0,1,4,0,0,40,0,0,0
31,4,149640,11,9,2,14,0,1,0,0,40,39,0,0
37,4,116632,10,16,2,10,0,4,0,0,45,39,1,0
29,4,105598,15,10,0,13,3,4,0,0,45,39,0,0
36,4,155537,11,9,2,3,4,4,0,0,40,39,0,0
28,4,183175,15,10,0,1,1,4,0,0,40,39,0,1
53,4,169846,11,9,2,1,5,4,0,0,40,39,1,1
49,5,191681,15,10,2,13,0,4,0,0,50,39,1,0
54,0,239824,15,10,4,0,3,4,0,0,40,11,0,0
19,4,101509,15,10,4,10,3,4,0,0,32,39,0,0
31,4,309974,9,13,5,12,3,2,0,0,40,39,0,1
29,6,162298,9,13,2,12,4,4,0,0,70,39,1,0
23,4,211678,15,10,4,7,5,4,0,0,40,39,0,0
79,4,124744,15,10,2,10,1,4,0,0,20,39,0,0
27,4,213921,11,9,4,8,3,4,0,0,40,26,0,0
40,4,32214,7,13,2,1,0,4,0,0,40,39,0,0
67,0,212759,15,6,2,0,0,4,0,0,2,39,0,0
18,4,248145,1,7,4,8,3,4,0,0,22,39,0,1
31,2,125927,5,4,2,5,0,4,0,0,38,39,0,0
18,4,446839,11,9,4,12,0,4,0,0,30,39,0,0
52,4,276515,9,9,2,8,0,4,0,0,40,5,0,0
46,4,51618,11,9,2,8,5,4,0,0,40,39,0,1
59,4,159937,11,9,2,12,0,4,0,0,48,39,0,0
44,4,343591,11,9,0,3,1,4,0,0,40,39,1,1
53,4,346253,11,9,0,12,3,4,0,0,35,39,0,1
49,2,268234,11,9,2,11,0,4,0,0,40,39,1,0
33,4,202051,12,14,2,10,0,4,0,0,50,39,0,0
30,0,54334,6,5,4,12,1,4,0,0,40,39,0,0
23,1,410867,10,16,4,10,1,4,0,0,50,39,1,1
57,4,156667,8,11,2,10,0,4,0,0,40,39,0,0
37,2,286730,15,10,0,3,4,4,0,0,40,39,0,1
28,4,212563,11,10,0,7,4,2,0,0,25,39,0,1
30,4,117747,11,9,2,12,5,1,0,1573,35,0,0,1
34,2,226296,9,13,2,11,1,4,0,0,40,39,1,0
44,2,115585,15,10,4,6,1,4,0,0,50,39,0,0
48,6,191277,10,9,2,10,0,4,0,1902,60,39,1,0
37,4,202683,11,10,2,12,0,4,0,0,48,39,1,0
48,4,128831,7,12,0,4,4,4,0,0,40,9,0,1
32,1,249409,11,9,4,8,3,2,0,0,40,39,0,0
76,4,124191,12,14,6,4,0,4,0,0,40,39,1,0
44,4,263925,9,14,0,4,0,4,15024,0,60,39,1,0
47,6,149116,12,14,4,10,1,4,0,0,50,39,0,1
20,4,188300,15,10,4,13,3,4,0,0,40,39,0,1
29,4,103432,11,9,4,3,1,4,0,0,40,39,0,0
32,5,317660,11,9,2,3,0,4,7688,0,40,39,1,0
17,0,304873,0,6,4,0,3,4,34095,0,32,39,0,1
30,4,194901,1,7,4,6,3,4,2885,0,40,39,0,0
31,2,189265,11,9,4,1,1,4,0,0,40,39,0,1
42,4,124692,11,9,2,6,0,2,0,0,40,39,0,0
24,4,432376,9,13,4,12,2,4,0,0,40,39,0,0
38,4,65324,14,15,2,10,0,4,0,0,40,39,1,0
56,6,335605,15,9,2,8,0,4,0,1887,50,2,1,0
28,4,377869,15,10,2,12,5,4,4064,0,25,39,0,1
36,4,102864,11,9,4,7,3,4,0,0,40,39,0,1
53,4,95647,9,5,2,6,0,4,0,0,50,39,0,0
56,5,303090,15,10,2,12,0,4,0,0,50,39,0,0
49,2,197371,8,10,2,3,0,2,0,0,40,39,1,0
55,4,247552,15,10,2,12,0,4,0,0,30,39,0,0
22,4,102632,11,9,4,3,1,4,0,0,41,39,0,0
21,4,199915,15,10,4,8,3,4,0,0,40,39,0,1
40,4,118853,9,13,2,4,0,4,0,0,60,39,0,0
30,4,77143,15,6,4,4,3,2,0,0,40,11,0,0
29,7,267989,8,13,2,10,0,4,0,0,50,39,1,0
19,4,431192,15,10,4,8,3,2,0,0,35,39,0,0
38,4,287828,9,13,2,4,0,4,0,0,40,39,1,1
20,4,111697,15,10,4,1,3,4,0,1719,28,39,0,1
31,4,178660,7,13,2,1,0,4,0,0,40,39,1,0
35,0,129305,11,9,2,0,0,4,0,0,40,39,0,0
39,4,365739,15,10,0,3,1,2,0,0,40,39,0,0
28,4,69621,7,12,2,12,1,4,0,0,60,39,0,1
24,4,43323,11,9,4,8,1,4,0,1762,40,39,0,1
24,6,120985,11,9,2,3,0,4,0,0,35,39,0,0
37,4,254202,9,13,2,12,0,4,0,0,50,39,0,0
46,4,146195,7,12,0,13,1,2,0,0,36,39,0,1
38,1,125933,12,14,2,10,0,4,0,0,48,20,1,0
43,6,56920,11,9,2,10,0,4,0,0,45,39,0,0
27,4,163127,8,11,2,1,5,4,0,0,35,39,0,1
20,4,34310,15,10,4,12,3,4,0,0,20,39,0,0
49,4,81973,15,10,2,3,0,1,0,0,40,39,1,0
61,5,66614,11,9,2,3,0,4,0,0,40,39,0,0
27,4,232782,15,10,4,12,3,4,0,0,40,39,0,1
19,4,316868,15,12,2,10,3,4,0,0,30,39,0,0
45,4,196584,8,11,4,10,1,4,0,1564,40,39,1,1
70,4,105376,15,10,4,13,2,4,0,0,45,39,0,0
31,4,185814,11,13,4,14,4,2,0,0,30,39,0,1
22,4,175374,15,10,4,8,0,4,0,0,24,39,0,0
36,4,108293,11,9,6,8,4,4,0,0,24,39,0,1
64,4,181232,1,7,2,3,0,4,0,2179,40,39,0,0
43,0,174662,15,10,0,0,1,4,0,0,40,39,0,1
47,2,186009,11,13,0,1,4,4,0,0,38,26,0,1
61,4,267147,11,9,4,1,1,4,0,0,20,39,0,1
33,4,163003,9,13,4,4,2,4,0,0,40,39,0,1
21,4,296158,11,9,4,3,3,4,0,0,35,39,0,0
52,0,252903,11,9,0,0,1,4,0,0,45,39,1,0
48,4,187715,11,9,2,3,0,4,0,0,46,39,0,0
23,4,214542,9,13,4,7,1,4,0,0,40,39,0,0
71,6,494223,15,10,5,14,4,2,0,1816,2,39,0,0
29,4,191535,11,11,0,3,1,4,0,0,60,39,0,0
42,4,228456,9,6,5,8,2,2,0,0,50,39,0,0
68,0,38317,3,2,0,0,1,4,0,0,20,39,0,1
25,4,252752,11,9,4,6,4,4,0,0,40,39,0,1
44,5,78374,12,9,0,4,4,1,0,0,40,39,0,1
28,4,88419,11,9,4,4,1,1,0,0,40,9,0,1
45,6,201080,12,14,2,12,0,4,0,0,40,39,1,0
54,4,207157,15,10,4,8,4,4,0,0,40,26,0,1
39,1,235485,7,12,4,4,3,4,0,0,42,39,0,0
46,7,102628,1,14,6,11,4,4,0,0,40,39,0,0
18,4,25828,1,7,4,6,3,4,0,0,16,39,0,0
30,2,54826,8,11,6,10,1,4,0,0,20,39,0,1
27,4,124953,11,9,4,3,1,4,0,1980,40,39,0,0
28,7,175325,11,9,2,11,0,4,0,0,40,39,0,0
51,4,96062,15,10,2,12,0,4,0,0,40,39,1,0
27,4,428030,9,13,4,3,1,4,0,0,50,39,0,0
28,7,149624,9,13,2,10,0,4,0,0,40,39,1,0
27,4,253814,11,9,3,12,4,4,0,0,25,39,0,1
21,4,312956,11,9,4,3,3,2,0,0,40,39,0,0
34,4,483777,11,9,4,6,1,2,0,0,40,39,0,0
18,4,183930,11,9,4,8,3,4,0,0,12,39,0,0
33,4,37274,9,13,2,10,5,4,0,0,65,39,0,0
44,2,181344,15,10,2,4,0,2,0,0,38,39,1,0
43,4,114580,15,10,0,1,1,4,0,0,40,39,0,1
30,4,633742,15,10,4,3,1,2,0,0,45,39,0,0
40,4,286370,5,13,2,7,0,4,0,0,40,26,1,0
37,1,29054,15,10,6,1,0,4,0,0,42,39,1,0
34,4,304030,11,9,2,1,0,4,0,0,40,39,0,0
41,6,143129,9,13,0,4,1,4,0,0,40,39,0,1
58,0,135105,9,13,0,12,1,4,0,0,50,39,0,1
31,4,99928,12,14,2,1,5,4,0,0,50,39,0,1
58,7,109567,10,16,2,10,0,4,0,0,1,39,1,0
38,4,155222,15,10,0,5,1,4,0,0,28,39,0,1
24,4,159567,15,10,2,7,0,4,0,0,40,39,0,0
41,2,523910,9,13,2,3,1,2,0,0,40,39,0,0
47,4,120939,15,10,2,13,0,4,0,0,45,39,0,0
41,1,130760,9,13,2,13,0,4,0,0,24,39,0,0
23,4,35723,4,3,2,14,2,4,0,0,40,26,0,0
36,4,99374,15,11,0,3,1,4,0,0,40,39,0,0
40,1,56795,12,10,4,4,1,4,14084,0,55,39,1,1
35,4,138992,12,14,2,10,2,4,7298,0,40,39,1,0
32,5,32921,11,9,4,12,1,4,0,0,40,39,0,0
26,4,111900,12,14,4,10,1,4,0,1876,40,26,0,1
19,0,170653,11,9,4,0,3,4,0,0,40,22,0,0
51,4,259323,9,13,2,4,0,4,0,0,50,39,1,0
42,2,254817,15,10,4,10,1,4,0,1340,40,39,0,1
37,7,48211,11,10,2,1,4,4,0,0,35,39,0,1
18,4,180980,1,7,4,12,0,4,0,0,40,39,0,1
36,4,128757,9,13,2,8,0,2,7298,0,36,39,1,0
22,4,36270,11,9,0,3,1,4,0,0,60,39,0,0
58,5,210563,11,9,2,12,5,4,15024,0,30,39,1,1
17,6,65368,1,7,4,12,3,4,0,0,12,39,0,1
44,2,160943,11,9,2,14,0,2,0,0,40,39,0,0
37,4,208358,12,9,2,3,0,4,0,0,40,39,1,0
35,4,153790,15,10,2,12,1,0,0,0,40,39,0,1
60,4,85815,11,9,2,3,0,4,0,0,40,39,0,0
54,5,125417,11,4,2,7,0,4,0,0,40,39,1,0
37,4,635913,9,13,4,4,1,2,0,0,60,39,1,0
50,4,313321,7,9,0,12,1,4,0,0,40,39,0,1
38,4,182609,9,13,2,12,0,4,0,0,50,31,0,0
45,4,109434,9,13,2,10,0,4,0,0,55,39,0,0
25,4,255004,0,6,4,3,1,4,0,0,40,39,0,0
31,4,197860,15,10,2,6,0,4,0,0,40,39,0,0
64,0,174355,3,2,0,0,1,4,0,0,40,39,0,0
90,4,51744,11,9,4,8,1,2,0,2206,40,39,0,0
54,4,176681,11,9,2,1,0,2,0,0,20,39,0,0
53,2,140359,13,9,4,7,1,4,0,0,35,39,0,1
18,4,243313,11,9,4,12,3,4,0,0,40,39,0,1
60,0,24215,0,6,0,0,1,0,0,0,10,39,0,1
66,2,167687,11,9,2,5,0,4,1409,0,40,39,0,0
75,4,314209,8,11,6,1,1,4,0,0,20,4,0,1
65,4,176796,11,9,0,1,1,4,0,0,40,39,0,1
35,4,538583,1,7,5,14,1,2,3674,0,40,39,0,0
41,4,130408,6,9,0,12,4,2,0,0,38,39,0,1
25,4,78707,15,10,4,1,1,4,0,0,42,39,0,0
33,4,110978,15,10,0,3,2,3,0,0,40,39,0,1
28,4,76714,14,15,4,1,1,4,0,0,30,39,1,0
59,7,268700,11,9,2,8,0,4,0,0,40,39,0,0
40,4,170525,15,4,4,1,1,4,0,0,25,39,0,1
41,4,180138,9,13,2,4,0,4,0,0,50,20,1,0
38,2,115076,12,14,2,4,0,4,0,0,70,39,1,0
23,4,115458,14,10,4,14,3,4,0,0,40,39,0,0
25,4,347890,9,13,2,10,0,4,0,0,40,39,1,0
41,6,196001,11,9,4,8,5,4,0,0,20,39,0,1
24,7,86551,7,12,2,11,0,4,0,0,50,39,0,0
20,6,119156,15,10,4,0,3,4,0,0,20,39,0,0
38,4,179488,15,10,0,3,4,4,0,1741,40,39,0,0
56,4,203580,11,9,2,1,0,4,0,0,35,0,0,0
58,4,340148,11,9,2,1,0,4,0,0,45,39,1,0
32,4,183916,11,9,2,8,1,4,0,0,34,39,0,1
40,4,207578,7,12,2,13,0,4,0,1977,60,39,1,0
45,4,153141,11,9,2,1,0,4,0,0,40,0,0,0
41,4,112763,14,15,2,10,5,4,0,0,30,39,1,1
42,4,390781,9,13,2,10,5,2,0,0,40,39,0,1
59,2,173607,0,6,6,8,4,2,0,0,30,39,0,1
19,2,27382,15,10,4,1,3,4,0,0,40,39,0,0
58,4,259014,15,10,4,14,1,4,0,0,20,39,0,0
42,6,303044,11,9,2,5,0,1,0,0,40,1,1,0
20,4,117789,11,9,4,3,3,4,0,0,40,39,0,1
32,4,172579,11,9,5,8,1,4,0,0,30,39,0,1
45,4,187666,8,11,6,4,1,4,0,0,45,39,0,1
50,4,204518,5,13,0,3,1,4,0,0,40,39,0,0
36,4,150042,9,13,0,10,3,4,0,0,40,39,0,1
45,4,98092,11,9,2,12,0,4,0,0,60,39,0,0
17,4,245918,1,7,4,8,3,4,0,0,40,39,0,0
59,4,146013,15,10,2,12,0,4,4064,0,40,39,0,0
26,4,378322,1,7,2,3,0,4,0,0,40,39,0,0
47,5,257295,15,10,2,4,0,1,0,0,75,37,1,0
19,0,218956,15,9,4,0,3,4,0,0,24,2,0,0
64,4,21174,11,9,2,4,0,4,0,0,40,39,1,0
33,4,185480,9,13,4,10,5,4,0,0,45,39,0,1
33,6,222205,11,9,2,3,5,4,0,0,40,39,1,1
61,4,69867,11,13,2,4,0,4,0,0,40,39,1,0
17,4,191260,6,5,4,8,3,4,1055,0,24,39,0,0
50,6,30653,12,14,2,5,0,4,2407,0,98,39,0,0
45,2,209109,11,14,4,10,3,4,0,0,35,39,0,0
30,4,70377,11,9,0,10,3,4,0,0,40,39,0,1
43,4,477983,11,9,2,6,0,2,0,0,40,39,0,0
44,4,170924,15,10,2,0,0,4,7298,0,40,39,1,0
35,4,190174,15,10,4,4,1,4,0,0,40,39,0,1
25,4,238638,15,10,4,4,3,4,0,0,40,39,0,1
24,4,279472,15,10,2,7,3,4,7298,0,48,39,1,1
22,4,34918,9,13,4,10,1,4,0,0,15,11,0,1
42,2,97688,15,10,2,3,0,4,5178,1980,40,23,1,0
34,4,175413,7,12,0,12,4,2,0,0,45,39,0,1
60,4,173960,9,13,0,10,4,4,0,0,42,39,0,1
21,4,205759,0,9,4,6,3,4,0,0,40,39,0,0
57,1,425161,8,14,2,12,0,4,15024,0,40,39,1,0
41,4,220531,14,15,2,10,0,4,0,0,60,39,1,0
50,4,176609,15,10,0,8,1,4,0,0,45,39,0,0
25,4,371987,9,13,4,4,1,4,0,0,40,39,0,1
50,4,193884,5,4,2,3,0,4,0,0,40,7,0,0
36,4,200352,9,13,2,10,0,4,0,0,45,39,0,0
31,4,127595,11,9,0,10,1,4,0,0,40,39,0,1
29,2,220419,9,13,4,11,1,4,0,0,10,39,0,0
21,4,231931,15,10,4,12,3,4,0,0,45,39,0,0
27,4,248402,9,13,4,13,4,2,0,0,40,39,0,1
65,4,111095,11,9,2,14,0,4,0,0,16,39,0,0
37,5,57424,9,13,0,0,1,4,0,0,45,39,0,1
39,0,157443,12,14,2,0,5,1,3464,0,40,0,0,1
24,4,278130,11,9,4,3,3,4,0,0,40,39,0,0
38,4,169469,11,6,0,1,1,4,0,0,35,39,0,0
48,4,146268,11,13,2,1,0,4,7688,0,40,39,1,0
19,4,153718,15,10,4,8,1,1,0,0,25,39,0,1
31,4,217460,11,9,2,14,0,2,0,0,45,39,1,0
55,4,238638,11,9,4,12,0,4,4386,0,40,39,1,0
24,4,303296,15,10,2,1,4,1,0,0,40,25,0,1
43,4,173321,11,9,0,1,1,4,0,0,40,39,0,1
26,4,193945,7,12,4,4,1,4,0,0,45,39,0,0
46,4,83082,7,9,4,10,1,4,0,0,33,39,0,1
35,4,193815,7,7,2,1,0,4,0,0,40,39,1,0
41,5,34987,15,10,2,5,0,4,0,0,54,39,1,0
26,4,59306,9,13,4,12,1,4,0,0,48,39,0,0
34,4,142897,12,14,2,4,0,1,7298,0,35,36,1,0
19,0,860348,11,10,4,0,3,4,0,0,25,39,0,1
36,6,205607,9,13,0,8,1,2,0,0,40,39,1,1
22,4,199698,15,10,4,12,3,4,0,0,15,39,0,0
24,4,191954,15,10,4,4,1,4,0,0,40,39,0,0
77,6,138714,15,10,2,12,0,4,0,0,40,39,0,0
22,4,399087,11,3,0,7,2,4,0,0,40,26,0,1
29,4,423158,15,10,4,13,1,4,0,0,40,39,0,1
62,4,159841,11,9,6,8,1,4,0,0,24,39,0,1
39,6,174308,11,9,2,4,0,4,0,0,40,39,0,0
43,4,50356,15,10,2,3,0,4,0,1485,50,39,0,0
35,4,186110,11,9,0,14,1,4,0,0,45,39,0,0
29,4,200381,1,7,4,4,1,4,0,0,40,39,0,1
30,6,174309,12,14,2,3,0,4,0,0,10,39,0,0
63,6,78383,11,9,2,5,0,4,0,0,45,39,0,0
23,0,211601,8,11,4,0,3,2,0,0,15,39,0,1
43,4,187728,15,10,2,10,5,4,0,1887,50,39,1,1
58,6,179557,11,9,2,6,0,4,0,0,40,39,0,0
66,4,127921,11,9,4,14,1,4,2050,0,55,39,0,0
41,4,206565,15,10,4,3,1,2,0,0,45,39,0,0
26,4,224563,9,13,4,1,1,4,0,0,40,39,0,0
47,4,178686,8,11,4,8,1,4,0,0,40,39,0,0
21,2,98545,0,6,2,1,0,4,0,0,40,39,0,0
53,4,242606,11,9,2,14,0,4,0,0,40,39,0,0
30,4,270942,4,3,4,8,2,4,0,0,48,26,0,0
30,4,94235,11,9,4,3,2,4,0,0,40,39,0,0
49,4,71195,12,14,4,10,1,4,0,0,60,39,0,0
19,4,104112,11,9,4,12,4,2,0,0,30,14,0,0
45,4,261192,11,9,2,8,0,2,0,0,40,39,0,0
26,5,94936,7,12,4,12,1,4,0,0,40,39,0,0
38,4,296478,15,11,2,11,0,4,7298,0,40,39,1,0
36,7,119272,11,9,2,11,0,4,7298,0,40,39,1,0
33,4,85043,11,9,4,5,1,4,0,0,20,39,0,0
22,4,293364,15,10,4,11,3,2,0,0,40,39,0,1
43,6,241895,11,13,4,12,1,4,0,0,42,39,0,0
67,0,36135,1,7,2,0,0,4,0,0,8,39,0,0
30,0,151989,15,11,0,0,4,4,0,0,40,39,0,1
56,4,172927,7,12,3,8,1,4,0,0,25,20,0,0
31,4,156464,9,13,4,10,3,4,0,0,25,39,0,0
33,4,117963,9,13,2,13,0,4,0,0,40,39,1,0
26,4,192262,11,9,2,8,0,4,0,0,40,39,0,0
33,4,111363,9,13,2,4,0,4,7298,0,40,39,1,0
46,2,329752,1,7,0,14,0,4,0,0,30,39,0,0
59,0,372020,9,13,2,0,0,4,0,0,40,39,1,0
38,1,95432,11,9,2,1,0,4,0,0,40,39,1,0
65,4,161400,1,7,4,10,4,3,0,0,40,39,0,0
40,4,96129,8,11,2,13,0,4,0,0,40,39,1,0
42,4,111949,11,9,2,1,5,4,0,0,35,39,0,1
26,6,117125,6,5,2,3,0,4,0,0,40,32,0,0
36,4,348022,12,9,2,8,5,4,0,0,24,39,0,1
62,0,270092,4,14,2,10,0,4,0,0,40,39,1,0
43,4,180609,9,10,2,14,0,4,0,0,45,39,0,0
43,4,174575,9,13,0,4,0,4,0,1564,45,39,1,0
22,4,410439,11,9,4,12,4,1,0,0,55,39,0,0
28,4,92262,11,9,2,3,0,4,0,0,40,39,0,0
56,6,183081,15,10,2,12,0,4,0,0,45,39,0,0
22,4,362589,7,12,4,12,1,4,0,0,15,39,0,1
25,4,212448,9,13,0,4,1,4,0,0,45,39,1,1
39,4,481060,11,9,0,12,4,4,0,0,40,39,0,1
26,1,185885,15,10,2,1,4,4,0,0,15,39,0,1
17,4,304873,1,7,4,8,3,4,0,0,10,39,0,0
26,7,184018,8,11,2,7,0,4,0,0,38,39,1,0
45,4,256649,11,9,0,7,0,2,0,0,40,39,0,0
44,4,160323,11,9,4,3,1,2,0,0,40,39,0,0
20,2,350845,15,10,4,1,3,4,0,0,10,39,0,1
33,4,267404,11,9,2,10,5,4,5178,0,40,39,0,1
23,4,35633,11,10,4,14,1,4,0,0,40,39,0,0
46,6,80914,12,14,0,4,1,4,0,0,30,39,0,0
38,4,172927,11,9,2,12,0,4,0,0,50,39,0,0
54,4,174319,11,9,0,14,1,4,0,0,40,39,0,0
46,4,214955,4,3,0,3,1,4,0,2339,45,39,0,1
25,4,344991,15,10,2,3,0,4,0,0,40,39,0,0
46,4,108699,15,10,0,12,1,4,0,0,40,39,0,1
36,2,117312,15,10,2,14,5,4,0,0,40,39,0,1
23,4,396099,11,9,4,8,1,4,0,0,25,39,0,1
29,4,343748,11,9,5,7,1,4,0,0,40,39,0,0
44,4,162028,15,10,2,1,5,4,0,2415,6,39,1,1
19,4,25429,15,10,4,1,3,4,0,0,16,39,0,1
19,4,232392,11,9,4,8,2,4,0,0,40,39,0,1
35,5,220098,11,9,2,8,5,4,0,0,40,39,1,1
27,4,301302,9,13,4,3,1,4,0,0,50,39,0,0
46,6,277946,7,12,5,3,1,4,0,0,40,39,0,0
34,7,98101,9,13,2,4,0,4,7688,0,45,0,1,0
34,7,196164,11,9,4,8,1,4,0,0,35,39,0,1
44,4,115562,15,10,2,13,0,4,0,0,40,39,0,0
45,4,96975,15,10,0,6,4,4,0,0,40,39,0,1
20,0,167651,11,9,2,0,3,4,0,0,35,39,0,1
25,4,86872,9,13,2,4,0,4,0,0,55,39,1,0
52,5,132178,9,13,2,4,0,4,0,0,50,11,1,0
20,4,416103,15,10,2,6,3,4,0,0,40,39,0,0
28,4,108574,15,10,4,8,1,4,0,0,25,39,0,1
50,7,288353,9,13,2,11,0,4,0,0,40,39,1,0
34,4,227689,8,11,0,13,1,4,0,0,64,39,0,1
28,4,166481,5,9,2,6,0,3,0,2179,40,33,0,0
41,4,445382,12,14,2,4,0,4,0,1977,65,39,1,0
28,4,110145,11,9,2,1,0,4,0,0,40,39,0,0
46,6,317253,11,9,2,3,0,4,0,0,40,39,0,0
28,0,123147,15,10,2,0,5,4,0,1887,40,39,1,1
32,4,364657,15,10,2,4,0,4,0,0,50,39,0,0
41,2,125863,15,10,0,8,1,2,0,0,24,39,0,1
24,4,241951,11,9,4,6,4,2,0,0,40,39,0,1
33,4,118500,15,10,0,4,4,4,0,0,40,39,0,1
46,4,188386,10,16,2,4,0,4,15024,0,60,39,1,0
31,7,1033222,15,10,2,7,0,4,0,0,40,39,0,0
35,4,92440,2,8,0,10,1,4,0,0,50,39,1,0
52,4,190762,3,2,2,7,0,4,0,0,40,26,0,0
30,4,426017,1,7,4,8,3,4,0,0,19,39,0,1
36,2,243867,1,7,5,7,0,2,2885,0,40,39,0,0
34,7,240283,11,13,0,14,4,4,0,0,40,39,0,1
20,4,61777,15,10,2,12,0,4,0,0,30,39,0,0
17,5,175024,1,7,4,6,3,4,2176,0,18,39,0,0
32,7,92003,9,13,2,4,5,4,0,0,40,39,1,1
29,4,188401,11,9,0,5,1,4,0,0,40,39,0,0
33,4,228528,0,6,4,3,4,4,0,0,35,39,0,1
25,4,133373,11,9,2,14,0,4,0,0,40,39,0,0
36,1,255191,12,14,4,10,1,4,0,1408,40,39,0,0
23,4,204653,11,9,4,6,1,4,0,0,72,6,0,0
63,5,222289,11,9,4,4,0,4,0,0,40,39,1,0
47,2,287480,12,14,2,10,0,4,0,0,40,39,0,0
48,0,107762,11,9,6,0,1,4,0,0,24,39,0,0
17,0,202521,1,7,4,0,3,4,0,0,40,39,0,0
40,6,204116,9,13,3,10,1,4,2174,0,40,39,0,1
30,4,29662,7,12,2,8,5,4,0,0,25,39,1,1
27,4,116358,15,10,4,3,3,1,0,1980,40,30,0,0
33,4,208405,12,14,2,10,0,4,0,0,50,39,1,0
34,2,284843,11,9,4,4,4,2,594,0,60,39,0,0
34,2,117018,15,10,6,11,1,4,0,0,40,39,0,1
23,4,81281,15,13,2,1,0,4,0,0,53,39,0,0
42,2,340148,15,10,2,1,4,4,0,0,40,39,0,1
29,4,363425,9,13,4,10,1,4,0,0,40,39,0,0
45,4,45857,11,9,0,1,1,4,0,0,28,39,0,1
24,1,191073,11,9,4,2,3,4,0,0,40,39,0,0
44,4,27053,15,10,2,10,0,4,0,0,40,39,1,0
27,4,405855,6,5,4,14,2,4,0,0,40,26,0,0
